Timestamp,gate-name,car-type,volumn
2015-07-31,general-gate4,4,2
2015-07-31,general-gate4,5,3
2015-07-31,general-gate5,1,41
2015-07-31,general-gate5,2,28
2015-07-31,general-gate5,2P,4
2015-07-31,general-gate5,3,10
2015-07-31,general-gate5,4,1
2015-07-31,general-gate5,5,1
2015-07-31,general-gate5,6,1
2015-07-31,general-gate6,1,16
2015-07-31,general-gate6,2,7
2015-07-31,general-gate6,3,6
2015-07-31,general-gate7,1,84
2015-07-31,general-gate7,2,47
2015-07-31,general-gate7,2P,6
2015-07-31,general-gate7,3,26
2015-07-31,general-gate7,4,2
2015-07-31,general-gate7,5,5
2015-07-31,ranger-base,2P,6
2015-07-31,ranger-stop0,1,67
2015-07-31,ranger-stop0,2,46
2015-07-31,ranger-stop0,2P,5
2015-07-31,ranger-stop0,3,19
2015-07-31,ranger-stop0,4,3
2015-07-31,ranger-stop0,5,3
2015-07-31,ranger-stop0,6,1
2015-07-31,ranger-stop2,1,67
2015-07-31,ranger-stop2,2,46
2015-07-31,ranger-stop2,2P,4
2015-07-31,ranger-stop2,3,19
2015-07-31,ranger-stop2,4,3
2015-07-31,ranger-stop2,5,3
2015-07-31,ranger-stop2,6,1
2015-07-31,ranger-stop3,2P,2
2015-07-31,ranger-stop4,2P,4
2015-07-31,ranger-stop5,2P,2
2015-07-31,ranger-stop6,2P,3
2015-07-31,ranger-stop7,2P,2
2015-08-01,camping0,1,2
2015-08-01,camping0,2,11
2015-08-01,camping0,3,2
2015-08-01,camping2,1,15
2015-08-01,camping2,2,7
2015-08-01,camping2,3,4
2015-08-01,camping3,1,10
2015-08-01,camping3,2,4
2015-08-01,camping3,3,1
2015-08-01,camping4,1,16
2015-08-01,camping4,2,14
2015-08-01,camping4,3,1
2015-08-01,camping5,1,16
2015-08-01,camping5,2,9
2015-08-01,camping5,3,6
2015-08-01,camping6,1,14
2015-08-01,camping6,2,4
2015-08-01,camping6,3,7
2015-08-01,camping7,1,7
2015-08-01,camping7,2,2
2015-08-01,camping7,3,2
2015-08-01,camping8,1,17
2015-08-01,camping8,2,6
2015-08-01,camping8,2P,2
2015-08-01,camping8,3,6
2015-08-01,entrance0,1,24
2015-08-01,entrance0,2,6
2015-08-01,entrance0,3,7
2015-08-01,entrance0,4,3
2015-08-01,entrance0,5,2
2015-08-01,entrance1,1,23
2015-08-01,entrance1,2,14
2015-08-01,entrance1,3,2
2015-08-01,entrance1,4,1
2015-08-01,entrance1,5,2
2015-08-01,entrance1,6,2
2015-08-01,entrance2,1,16
2015-08-01,entrance2,2,16
2015-08-01,entrance2,3,8
2015-08-01,entrance2,4,2
2015-08-01,entrance2,5,1
2015-08-01,entrance2,6,1
2015-08-01,entrance3,1,29
2015-08-01,entrance3,2,19
2015-08-01,entrance3,3,10
2015-08-01,entrance3,4,4
2015-08-01,entrance3,5,4
2015-08-01,entrance3,6,1
2015-08-01,entrance4,1,23
2015-08-01,entrance4,2,18
2015-08-01,entrance4,3,12
2015-08-01,entrance4,4,2
2015-08-01,entrance4,5,2
2015-08-01,gate3,2P,4
2015-08-01,gate4,2P,4
2015-08-01,gate5,2P,4
2015-08-01,gate8,2P,4
2015-08-01,general-gate1,1,53
2015-08-01,general-gate1,2,32
2015-08-01,general-gate1,3,19
2015-08-01,general-gate1,4,4
2015-08-01,general-gate1,5,3
2015-08-01,general-gate1,6,1
2015-08-01,general-gate2,1,53
2015-08-01,general-gate2,2,32
2015-08-01,general-gate2,3,18
2015-08-01,general-gate2,4,4
2015-08-01,general-gate2,5,3
2015-08-01,general-gate2,6,1
2015-08-01,general-gate3,1,3
2015-08-01,general-gate3,2,2
2015-08-01,general-gate3,2P,2
2015-08-01,general-gate3,3,3
2015-08-01,general-gate4,1,44
2015-08-01,general-gate4,2,26
2015-08-01,general-gate4,3,11
2015-08-01,general-gate4,4,1
2015-08-01,general-gate4,5,1
2015-08-01,general-gate4,6,1
2015-08-01,general-gate5,1,31
2015-08-01,general-gate5,2,18
2015-08-01,general-gate5,2P,2
2015-08-01,general-gate5,3,15
2015-08-01,general-gate5,4,2
2015-08-01,general-gate5,5,2
2015-08-01,general-gate6,1,7
2015-08-01,general-gate6,2,2
2015-08-01,general-gate6,3,2
2015-08-01,general-gate7,1,63
2015-08-01,general-gate7,2,40
2015-08-01,general-gate7,3,16
2015-08-01,general-gate7,4,1
2015-08-01,general-gate7,5,2
2015-08-01,general-gate7,6,2
2015-08-01,ranger-base,2P,4
2015-08-01,ranger-stop0,1,53
2015-08-01,ranger-stop0,2,32
2015-08-01,ranger-stop0,3,19
2015-08-01,ranger-stop0,4,4
2015-08-01,ranger-stop0,5,3
2015-08-01,ranger-stop0,6,1
2015-08-01,ranger-stop2,1,53
2015-08-01,ranger-stop2,2,32
2015-08-01,ranger-stop2,3,19
2015-08-01,ranger-stop2,4,4
2015-08-01,ranger-stop2,5,3
2015-08-01,ranger-stop2,6,1
2015-08-01,ranger-stop3,2P,4
2015-08-01,ranger-stop5,2P,4
2015-08-01,ranger-stop6,2P,4
2015-08-02,camping0,1,4
2015-08-02,camping0,2,5
2015-08-02,camping0,3,5
2015-08-02,camping2,1,10
2015-08-02,camping2,2,4
2015-08-02,camping2,3,4
2015-08-02,camping3,1,19
2015-08-02,camping3,2,4
2015-08-02,camping3,3,7
2015-08-02,camping4,1,20
2015-08-02,camping4,2,9
2015-08-02,camping4,3,3
2015-08-02,camping5,1,15
2015-08-02,camping5,2,8
2015-08-02,camping5,3,4
2015-08-02,camping6,1,8
2015-08-02,camping6,2,1
2015-08-02,camping6,3,4
2015-08-02,camping7,1,20
2015-08-02,camping7,2,6
2015-08-02,camping7,3,6
2015-08-02,camping8,1,21
2015-08-02,camping8,2,11
2015-08-02,camping8,2P,1
2015-08-02,entrance0,1,21
2015-08-02,entrance0,2,6
2015-08-02,entrance0,3,10
2015-08-02,entrance0,4,5
2015-08-02,entrance0,5,2
2015-08-02,entrance1,1,29
2015-08-02,entrance1,2,8
2015-08-02,entrance1,3,6
2015-08-02,entrance1,4,4
2015-08-02,entrance1,5,2
2015-08-02,entrance2,1,29
2015-08-02,entrance2,2,11
2015-08-02,entrance2,3,10
2015-08-02,entrance2,4,5
2015-08-02,entrance2,5,1
2015-08-02,entrance2,6,2
2015-08-02,entrance3,1,44
2015-08-02,entrance3,2,19
2015-08-02,entrance3,3,12
2015-08-02,entrance3,4,4
2015-08-02,entrance3,5,1
2015-08-02,entrance3,6,1
2015-08-02,entrance4,1,19
2015-08-02,entrance4,2,14
2015-08-02,entrance4,3,9
2015-08-02,entrance4,4,2
2015-08-02,entrance4,6,1
2015-08-02,gate3,2P,2
2015-08-02,gate4,2P,2
2015-08-02,gate5,2P,2
2015-08-02,gate8,2P,2
2015-08-02,general-gate1,1,54
2015-08-02,general-gate1,2,23
2015-08-02,general-gate1,3,17
2015-08-02,general-gate1,4,5
2015-08-02,general-gate1,5,2
2015-08-02,general-gate1,6,1
2015-08-02,general-gate2,1,55
2015-08-02,general-gate2,2,23
2015-08-02,general-gate2,3,18
2015-08-02,general-gate2,4,5
2015-08-02,general-gate2,5,1
2015-08-02,general-gate2,6,1
2015-08-02,general-gate3,1,5
2015-08-02,general-gate3,2,2
2015-08-02,general-gate3,2P,1
2015-08-02,general-gate4,1,40
2015-08-02,general-gate4,2,18
2015-08-02,general-gate4,3,13
2015-08-02,general-gate4,4,4
2015-08-02,general-gate4,5,2
2015-08-02,general-gate5,1,25
2015-08-02,general-gate5,2,12
2015-08-02,general-gate5,2P,1
2015-08-02,general-gate5,3,10
2015-08-02,general-gate5,4,1
2015-08-02,general-gate6,1,20
2015-08-02,general-gate6,2,6
2015-08-02,general-gate6,3,6
2015-08-02,general-gate7,1,70
2015-08-02,general-gate7,2,29
2015-08-02,general-gate7,3,19
2015-08-02,general-gate7,4,4
2015-08-02,general-gate7,5,2
2015-08-02,ranger-base,2P,2
2015-08-02,ranger-stop0,1,54
2015-08-02,ranger-stop0,2,23
2015-08-02,ranger-stop0,3,17
2015-08-02,ranger-stop0,4,5
2015-08-02,ranger-stop0,5,1
2015-08-02,ranger-stop0,6,1
2015-08-02,ranger-stop2,1,54
2015-08-02,ranger-stop2,2,23
2015-08-02,ranger-stop2,3,17
2015-08-02,ranger-stop2,4,5
2015-08-02,ranger-stop2,5,2
2015-08-02,ranger-stop2,6,1
2015-08-02,ranger-stop3,2P,2
2015-08-02,ranger-stop5,2P,2
2015-08-02,ranger-stop6,2P,2
2015-08-03,camping0,1,9
2015-08-03,camping0,2,3
2015-08-03,camping0,3,3
2015-08-03,camping1,1,2
2015-08-03,camping2,1,12
2015-08-03,camping2,2,5
2015-08-03,camping2,3,1
2015-08-03,camping3,1,13
2015-08-03,camping3,3,5
2015-08-03,camping4,1,14
2015-08-03,camping4,2,6
2015-08-03,camping4,3,5
2015-08-03,camping5,1,11
2015-08-03,camping5,2,6
2015-08-03,camping5,3,5
2015-08-03,camping6,1,6
2015-08-03,camping6,2,2
2015-08-03,camping6,3,3
2015-08-03,camping7,1,15
2015-08-03,camping7,2,4
2015-08-03,camping7,3,1
2015-08-03,camping8,1,5
2015-08-03,camping8,2,10
2015-08-03,camping8,3,6
2015-08-03,entrance0,1,15
2015-08-03,entrance0,2,8
2015-08-03,entrance0,3,11
2015-08-03,entrance0,4,2
2015-08-03,entrance0,5,3
2015-08-03,entrance1,1,20
2015-08-03,entrance1,2,10
2015-08-03,entrance1,3,9
2015-08-03,entrance1,4,2
2015-08-03,entrance1,5,2
2015-08-03,entrance1,6,1
2015-08-03,entrance2,1,24
2015-08-03,entrance2,2,10
2015-08-03,entrance2,3,10
2015-08-03,entrance2,4,4
2015-08-03,entrance2,5,1
2015-08-03,entrance3,1,27
2015-08-03,entrance3,2,12
2015-08-03,entrance3,3,7
2015-08-03,entrance3,5,4
2015-08-03,entrance4,1,20
2015-08-03,entrance4,2,12
2015-08-03,entrance4,3,6
2015-08-03,entrance4,4,4
2015-08-03,entrance4,5,5
2015-08-03,entrance4,6,1
2015-08-03,gate3,2P,2
2015-08-03,gate5,2P,2
2015-08-03,gate6,2P,2
2015-08-03,gate7,2P,2
2015-08-03,gate8,2P,2
2015-08-03,general-gate0,1,2
2015-08-03,general-gate1,1,47
2015-08-03,general-gate1,2,26
2015-08-03,general-gate1,3,14
2015-08-03,general-gate1,4,4
2015-08-03,general-gate1,5,5
2015-08-03,general-gate1,6,1
2015-08-03,general-gate2,1,46
2015-08-03,general-gate2,2,26
2015-08-03,general-gate2,3,14
2015-08-03,general-gate2,4,4
2015-08-03,general-gate2,5,6
2015-08-03,general-gate2,6,1
2015-08-03,general-gate3,1,1
2015-08-03,general-gate3,2,2
2015-08-03,general-gate3,3,2
2015-08-03,general-gate4,1,41
2015-08-03,general-gate4,2,20
2015-08-03,general-gate4,3,15
2015-08-03,general-gate4,4,2
2015-08-03,general-gate4,5,1
2015-08-03,general-gate4,6,1
2015-08-03,general-gate5,1,25
2015-08-03,general-gate5,2,16
2015-08-03,general-gate5,2P,2
2015-08-03,general-gate5,3,7
2015-08-03,general-gate5,4,2
2015-08-03,general-gate5,5,5
2015-08-03,general-gate5,6,1
2015-08-03,general-gate6,1,15
2015-08-03,general-gate6,2,4
2015-08-03,general-gate6,3,1
2015-08-03,general-gate7,1,60
2015-08-03,general-gate7,2,26
2015-08-03,general-gate7,3,19
2015-08-03,general-gate7,4,2
2015-08-03,general-gate7,5,2
2015-08-03,general-gate7,6,1
2015-08-03,ranger-base,2P,2
2015-08-03,ranger-stop0,1,47
2015-08-03,ranger-stop0,2,26
2015-08-03,ranger-stop0,3,14
2015-08-03,ranger-stop0,4,4
2015-08-03,ranger-stop0,5,6
2015-08-03,ranger-stop0,6,1
2015-08-03,ranger-stop2,1,47
2015-08-03,ranger-stop2,2,26
2015-08-03,ranger-stop2,3,14
2015-08-03,ranger-stop2,4,4
2015-08-03,ranger-stop2,5,5
2015-08-03,ranger-stop2,6,1
2015-08-03,ranger-stop3,2P,2
2015-08-03,ranger-stop6,2P,2
2015-08-03,ranger-stop7,2P,2
2015-08-04,camping0,1,8
2015-08-04,camping0,2,1
2015-08-04,camping0,2P,4
2015-08-04,camping1,3,2
2015-08-04,camping2,1,11
2015-08-04,camping2,2,3
2015-08-04,camping2,3,1
2015-08-04,camping3,1,16
2015-08-04,camping3,2,4
2015-08-04,camping3,3,2
2015-08-04,camping4,1,3
2015-08-04,camping4,2,5
2015-08-04,camping4,3,6
2015-08-04,camping5,1,16
2015-08-04,camping5,2,5
2015-08-04,camping5,3,4
2015-08-04,camping6,1,11
2015-08-04,camping6,2,5
2015-08-04,camping6,3,5
2015-08-04,camping7,1,5
2015-08-04,camping7,2,3
2015-08-04,camping7,3,6
2015-08-04,camping8,1,10
2015-08-04,camping8,2,4
2015-08-04,camping8,3,7
2015-08-04,entrance0,1,20
2015-08-04,entrance0,2,12
2015-08-04,entrance0,3,5
2015-08-04,entrance0,4,5
2015-08-04,entrance0,5,1
2015-08-04,entrance1,1,12
2015-08-04,entrance1,2,9
2015-08-04,entrance1,3,7
2015-08-04,entrance1,4,2
2015-08-04,entrance1,5,3
2015-08-04,entrance2,1,13
2015-08-04,entrance2,2,13
2015-08-04,entrance2,3,7
2015-08-04,entrance2,4,1
2015-08-04,entrance2,5,4
2015-08-04,entrance3,1,25
2015-08-04,entrance3,2,11
2015-08-04,entrance3,3,11
2015-08-04,entrance3,4,3
2015-08-04,entrance3,5,2
2015-08-04,entrance4,1,26
2015-08-04,entrance4,2,11
2015-08-04,entrance4,3,7
2015-08-04,entrance4,4,1
2015-08-04,entrance4,5,2
2015-08-04,gate0,2P,2
2015-08-04,gate1,2P,2
2015-08-04,gate3,2P,2
2015-08-04,gate3,4,2
2015-08-04,gate5,2P,1
2015-08-04,gate5,4,2
2015-08-04,gate6,2P,1
2015-08-04,gate6,4,2
2015-08-04,gate8,2P,6
2015-08-04,general-gate0,3,2
2015-08-04,general-gate1,1,43
2015-08-04,general-gate1,2,24
2015-08-04,general-gate1,2P,3
2015-08-04,general-gate1,3,20
2015-08-04,general-gate1,4,2
2015-08-04,general-gate1,5,2
2015-08-04,general-gate2,1,43
2015-08-04,general-gate2,2,24
2015-08-04,general-gate2,2P,5
2015-08-04,general-gate2,3,20
2015-08-04,general-gate2,4,2
2015-08-04,general-gate2,5,2
2015-08-04,general-gate3,1,2
2015-08-04,general-gate3,2,1
2015-08-04,general-gate4,1,40
2015-08-04,general-gate4,2,19
2015-08-04,general-gate4,2P,2
2015-08-04,general-gate4,3,11
2015-08-04,general-gate4,4,2
2015-08-04,general-gate4,5,2
2015-08-04,general-gate5,1,31
2015-08-04,general-gate5,2,10
2015-08-04,general-gate5,2P,5
2015-08-04,general-gate5,3,10
2015-08-04,general-gate5,4,3
2015-08-04,general-gate6,1,5
2015-08-04,general-gate6,2,3
2015-08-04,general-gate6,3,6
2015-08-04,general-gate7,1,56
2015-08-04,general-gate7,2,23
2015-08-04,general-gate7,2P,2
2015-08-04,general-gate7,3,14
2015-08-04,general-gate7,4,2
2015-08-04,general-gate7,5,3
2015-08-04,ranger-base,2P,6
2015-08-04,ranger-stop0,1,43
2015-08-04,ranger-stop0,2,24
2015-08-04,ranger-stop0,2P,7
2015-08-04,ranger-stop0,3,20
2015-08-04,ranger-stop0,4,2
2015-08-04,ranger-stop0,5,2
2015-08-04,ranger-stop2,1,43
2015-08-04,ranger-stop2,2,24
2015-08-04,ranger-stop2,2P,4
2015-08-04,ranger-stop2,3,20
2015-08-04,ranger-stop2,4,2
2015-08-04,ranger-stop2,5,2
2015-08-04,ranger-stop3,2P,2
2015-08-04,ranger-stop3,4,2
2015-08-04,ranger-stop4,2P,2
2015-08-04,ranger-stop6,2P,1
2015-08-04,ranger-stop6,4,2
2015-08-05,camping0,1,3
2015-08-05,camping2,1,5
2015-08-05,camping2,2,1
2015-08-05,camping2,3,3
2015-08-05,camping3,1,2
2015-08-05,camping3,3,2
2015-08-05,camping4,1,4
2015-08-05,camping4,2,4
2015-08-05,camping4,3,3
2015-08-05,camping5,1,10
2015-08-05,camping5,2,9
2015-08-05,camping5,3,5
2015-08-05,camping6,1,11
2015-08-05,camping6,2,7
2015-08-05,camping6,3,2
2015-08-05,camping7,1,6
2015-08-05,camping7,2,3
2015-08-05,camping7,3,2
2015-08-05,camping8,1,11
2015-08-05,camping8,2,5
2015-08-05,camping8,3,4
2015-08-05,entrance0,1,14
2015-08-05,entrance0,2,6
2015-08-05,entrance0,3,7
2015-08-05,entrance0,4,1
2015-08-05,entrance0,5,1
2015-08-05,entrance0,6,1
2015-08-05,entrance1,1,14
2015-08-05,entrance1,2,7
2015-08-05,entrance1,3,8
2015-08-05,entrance1,4,3
2015-08-05,entrance1,5,1
2015-08-05,entrance2,1,19
2015-08-05,entrance2,2,7
2015-08-05,entrance2,3,6
2015-08-05,entrance2,4,3
2015-08-05,entrance3,1,26
2015-08-05,entrance3,2,12
2015-08-05,entrance3,3,9
2015-08-05,entrance3,4,4
2015-08-05,entrance4,1,13
2015-08-05,entrance4,2,15
2015-08-05,entrance4,3,7
2015-08-05,entrance4,4,5
2015-08-05,entrance4,6,1
2015-08-05,gate8,2P,2
2015-08-05,general-gate1,1,36
2015-08-05,general-gate1,2,19
2015-08-05,general-gate1,2P,2
2015-08-05,general-gate1,3,21
2015-08-05,general-gate1,4,4
2015-08-05,general-gate1,6,1
2015-08-05,general-gate2,1,36
2015-08-05,general-gate2,2,19
2015-08-05,general-gate2,2P,2
2015-08-05,general-gate2,3,21
2015-08-05,general-gate2,4,4
2015-08-05,general-gate2,6,1
2015-08-05,general-gate3,1,1
2015-08-05,general-gate3,2,1
2015-08-05,general-gate4,1,22
2015-08-05,general-gate4,2,15
2015-08-05,general-gate4,2P,2
2015-08-05,general-gate4,3,13
2015-08-05,general-gate4,4,1
2015-08-05,general-gate4,5,1
2015-08-05,general-gate5,1,20
2015-08-05,general-gate5,2,15
2015-08-05,general-gate5,2P,2
2015-08-05,general-gate5,3,11
2015-08-05,general-gate5,4,3
2015-08-05,general-gate5,6,1
2015-08-05,general-gate6,1,6
2015-08-05,general-gate6,2,3
2015-08-05,general-gate6,3,2
2015-08-05,general-gate7,1,34
2015-08-05,general-gate7,2,21
2015-08-05,general-gate7,2P,2
2015-08-05,general-gate7,3,17
2015-08-05,general-gate7,4,3
2015-08-05,general-gate7,5,1
2015-08-05,ranger-base,2P,2
2015-08-05,ranger-stop0,1,36
2015-08-05,ranger-stop0,2,19
2015-08-05,ranger-stop0,2P,3
2015-08-05,ranger-stop0,3,21
2015-08-05,ranger-stop0,4,4
2015-08-05,ranger-stop0,6,1
2015-08-05,ranger-stop2,1,36
2015-08-05,ranger-stop2,2,19
2015-08-05,ranger-stop2,2P,3
2015-08-05,ranger-stop2,3,21
2015-08-05,ranger-stop2,4,4
2015-08-05,ranger-stop2,6,1
2015-08-05,ranger-stop4,2P,2
2015-08-06,camping0,1,5
2015-08-06,camping0,2,1
2015-08-06,camping0,3,1
2015-08-06,camping1,1,2
2015-08-06,camping1,3,4
2015-08-06,camping2,1,8
2015-08-06,camping2,2,2
2015-08-06,camping2,3,2
2015-08-06,camping3,1,12
2015-08-06,camping3,2,6
2015-08-06,camping3,3,1
2015-08-06,camping4,1,4
2015-08-06,camping4,2,6
2015-08-06,camping5,1,11
2015-08-06,camping5,2,1
2015-08-06,camping5,3,1
2015-08-06,camping6,1,9
2015-08-06,camping6,2,3
2015-08-06,camping6,3,6
2015-08-06,camping7,1,8
2015-08-06,camping7,2,1
2015-08-06,camping7,2P,2
2015-08-06,camping7,3,8
2015-08-06,camping8,1,13
2015-08-06,camping8,2,4
2015-08-06,camping8,2P,1
2015-08-06,camping8,3,5
2015-08-06,entrance0,1,14
2015-08-06,entrance0,2,9
2015-08-06,entrance0,3,9
2015-08-06,entrance0,4,3
2015-08-06,entrance1,1,16
2015-08-06,entrance1,2,8
2015-08-06,entrance1,3,4
2015-08-06,entrance1,4,2
2015-08-06,entrance1,5,1
2015-08-06,entrance1,6,2
2015-08-06,entrance2,1,18
2015-08-06,entrance2,2,8
2015-08-06,entrance2,3,7
2015-08-06,entrance2,4,3
2015-08-06,entrance2,6,1
2015-08-06,entrance3,1,22
2015-08-06,entrance3,2,8
2015-08-06,entrance3,3,8
2015-08-06,entrance3,4,2
2015-08-06,entrance3,6,3
2015-08-06,entrance4,1,21
2015-08-06,entrance4,2,9
2015-08-06,entrance4,3,8
2015-08-06,entrance4,4,2
2015-08-06,entrance4,5,1
2015-08-06,gate3,2P,4
2015-08-06,gate4,2P,4
2015-08-06,gate5,2P,6
2015-08-06,gate6,2P,4
2015-08-06,gate7,2P,2
2015-08-06,gate8,2P,8
2015-08-06,general-gate0,1,2
2015-08-06,general-gate0,3,2
2015-08-06,general-gate1,1,42
2015-08-06,general-gate1,2,15
2015-08-06,general-gate1,2P,2
2015-08-06,general-gate1,3,18
2015-08-06,general-gate1,4,3
2015-08-06,general-gate1,5,1
2015-08-06,general-gate1,6,1
2015-08-06,general-gate2,1,41
2015-08-06,general-gate2,2,15
2015-08-06,general-gate2,2P,4
2015-08-06,general-gate2,3,18
2015-08-06,general-gate2,4,3
2015-08-06,general-gate2,5,1
2015-08-06,general-gate2,6,1
2015-08-06,general-gate3,1,3
2015-08-06,general-gate3,2P,1
2015-08-06,general-gate3,3,1
2015-08-06,general-gate4,1,30
2015-08-06,general-gate4,2,13
2015-08-06,general-gate4,2P,2
2015-08-06,general-gate4,3,7
2015-08-06,general-gate4,4,1
2015-08-06,general-gate4,5,1
2015-08-06,general-gate5,1,24
2015-08-06,general-gate5,2,6
2015-08-06,general-gate5,2P,7
2015-08-06,general-gate5,3,10
2015-08-06,general-gate5,4,1
2015-08-06,general-gate5,5,1
2015-08-06,general-gate6,1,8
2015-08-06,general-gate6,2,1
2015-08-06,general-gate6,2P,2
2015-08-06,general-gate6,3,8
2015-08-06,general-gate7,1,45
2015-08-06,general-gate7,2,18
2015-08-06,general-gate7,2P,4
2015-08-06,general-gate7,3,9
2015-08-06,general-gate7,4,2
2015-08-06,general-gate7,5,1
2015-08-06,general-gate7,6,2
2015-08-06,ranger-base,2P,8
2015-08-06,ranger-stop0,1,42
2015-08-06,ranger-stop0,2,15
2015-08-06,ranger-stop0,2P,5
2015-08-06,ranger-stop0,3,18
2015-08-06,ranger-stop0,4,3
2015-08-06,ranger-stop0,5,1
2015-08-06,ranger-stop0,6,1
2015-08-06,ranger-stop2,1,42
2015-08-06,ranger-stop2,2,15
2015-08-06,ranger-stop2,2P,3
2015-08-06,ranger-stop2,3,18
2015-08-06,ranger-stop2,4,3
2015-08-06,ranger-stop2,5,1
2015-08-06,ranger-stop2,6,1
2015-08-06,ranger-stop3,2P,4
2015-08-06,ranger-stop4,2P,4
2015-08-06,ranger-stop5,2P,4
2015-08-06,ranger-stop6,2P,6
2015-08-06,ranger-stop7,2P,2
2015-08-07,camping0,1,4
2015-08-07,camping0,2,5
2015-08-07,camping0,3,3
2015-08-07,camping1,1,2
2015-08-07,camping2,1,7
2015-08-07,camping2,2,6
2015-08-07,camping3,1,16
2015-08-07,camping3,2,6
2015-08-07,camping3,3,4
2015-08-07,camping4,1,16
2015-08-07,camping4,2,7
2015-08-07,camping4,3,3
2015-08-07,camping5,1,10
2015-08-07,camping5,2,9
2015-08-07,camping5,3,2
2015-08-07,camping6,1,7
2015-08-07,camping6,2,6
2015-08-07,camping6,3,7
2015-08-07,camping7,1,13
2015-08-07,camping7,2,6
2015-08-07,camping7,3,9
2015-08-07,camping8,1,23
2015-08-07,camping8,2,8
2015-08-07,camping8,3,3
2015-08-07,entrance0,1,26
2015-08-07,entrance0,2,19
2015-08-07,entrance0,3,7
2015-08-07,entrance0,4,1
2015-08-07,entrance0,5,3
2015-08-07,entrance0,6,1
2015-08-07,entrance1,1,13
2015-08-07,entrance1,2,14
2015-08-07,entrance1,3,9
2015-08-07,entrance1,4,3
2015-08-07,entrance1,5,2
2015-08-07,entrance2,1,14
2015-08-07,entrance2,2,14
2015-08-07,entrance2,3,8
2015-08-07,entrance2,4,2
2015-08-07,entrance2,5,4
2015-08-07,entrance2,6,2
2015-08-07,entrance3,1,34
2015-08-07,entrance3,2,26
2015-08-07,entrance3,3,13
2015-08-07,entrance3,4,3
2015-08-07,entrance3,5,2
2015-08-07,entrance3,6,2
2015-08-07,entrance4,1,22
2015-08-07,entrance4,2,18
2015-08-07,entrance4,3,6
2015-08-07,entrance4,4,3
2015-08-07,entrance4,5,2
2015-08-07,entrance4,6,1
2015-08-07,gate0,2P,1
2015-08-07,gate1,2P,1
2015-08-07,gate2,2P,2
2015-08-07,gate3,2P,2
2015-08-07,gate5,2P,1
2015-08-07,gate6,2P,1
2015-08-07,gate8,2P,2
2015-08-07,general-gate0,1,1
2015-08-07,general-gate1,1,54
2015-08-07,general-gate1,2,36
2015-08-07,general-gate1,2P,1
2015-08-07,general-gate1,3,21
2015-08-07,general-gate1,4,5
2015-08-07,general-gate1,5,4
2015-08-07,general-gate1,6,1
2015-08-07,general-gate2,1,55
2015-08-07,general-gate2,2,36
2015-08-07,general-gate2,2P,1
2015-08-07,general-gate2,3,21
2015-08-07,general-gate2,4,5
2015-08-07,general-gate2,5,4
2015-08-07,general-gate2,6,1
2015-08-07,general-gate3,1,1
2015-08-07,general-gate3,3,1
2015-08-07,general-gate4,1,32
2015-08-07,general-gate4,2,27
2015-08-07,general-gate4,3,13
2015-08-07,general-gate4,4,2
2015-08-07,general-gate4,5,2
2015-08-07,general-gate5,1,29
2015-08-07,general-gate5,2,20
2015-08-07,general-gate5,2P,1
2015-08-07,general-gate5,3,17
2015-08-07,general-gate5,4,3
2015-08-07,general-gate5,5,1
2015-08-07,general-gate6,1,13
2015-08-07,general-gate6,2,6
2015-08-07,general-gate6,3,9
2015-08-07,general-gate7,1,53
2015-08-07,general-gate7,2,40
2015-08-07,general-gate7,2P,1
2015-08-07,general-gate7,3,17
2015-08-07,general-gate7,4,3
2015-08-07,general-gate7,5,3
2015-08-07,ranger-base,2P,2
2015-08-07,ranger-stop0,1,54
2015-08-07,ranger-stop0,2,36
2015-08-07,ranger-stop0,2P,3
2015-08-07,ranger-stop0,3,21
2015-08-07,ranger-stop0,4,5
2015-08-07,ranger-stop0,5,4
2015-08-07,ranger-stop0,6,1
2015-08-07,ranger-stop1,2P,2
2015-08-07,ranger-stop2,1,54
2015-08-07,ranger-stop2,2,36
2015-08-07,ranger-stop2,2P,3
2015-08-07,ranger-stop2,3,21
2015-08-07,ranger-stop2,4,5
2015-08-07,ranger-stop2,5,4
2015-08-07,ranger-stop2,6,1
2015-08-07,ranger-stop3,2P,2
2015-08-07,ranger-stop6,2P,1
2015-08-08,camping0,1,6
2015-08-08,camping0,2,3
2015-08-08,camping0,3,2
2015-08-08,camping1,3,6
2015-08-08,camping2,1,18
2015-08-08,camping2,2,3
2015-08-08,camping3,1,16
2015-08-08,camping3,2,5
2015-08-08,camping3,3,1
2015-08-08,camping4,1,12
2015-08-08,camping4,2,4
2015-08-08,camping4,3,3
2015-08-08,camping5,1,15
2015-08-08,camping5,2,10
2015-08-08,camping5,3,4
2015-08-08,camping6,1,7
2015-08-08,camping6,2,5
2015-08-08,camping6,3,1
2015-08-08,camping7,1,14
2015-08-08,camping7,2,5
2015-08-08,camping7,3,1
2015-08-08,camping8,1,20
2015-08-08,camping8,2,1
2015-08-08,camping8,2P,2
2015-08-08,camping8,3,2
2015-08-08,entrance0,1,31
2015-08-08,entrance0,2,6
2015-08-08,entrance0,3,5
2015-08-08,entrance0,4,1
2015-08-08,entrance0,5,2
2015-08-08,entrance1,1,15
2015-08-08,entrance1,2,10
2015-08-08,entrance1,3,3
2015-08-08,entrance1,5,5
2015-08-08,entrance1,6,1
2015-08-08,entrance2,1,29
